"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","topic_13","topic_14","topic_15","topic_16","topic_17","topic_18","topic_19","topic_20","topic_21","topic_22","topic_23","topic_24","topic_25","topic_26","topic_27","topic_28","topic_29","topic_30","topic_31","topic_32","topic_33","topic_34","topic_35","topic_36","topic_37","topic_38","topic_39","topic_40","topic_41","topic_42","topic_43","topic_44","topic_45","topic_46","topic_47","topic_48","topic_49","topic_50","msoa11cd"
0,1e-04,1e-04,0.1703,0.0016,0.0738,0,0.2483,0.0459,0,0.0045,0.0254,0.0205,0.0225,0.0783,0.0307,0,1e-04,0,0.026,0,0.0011,0,0.0106,0,0.0021,0.0233,1e-04,3e-04,0.02,0,0,0,0,0,0.0829,7e-04,0,0,0,0.0126,0,0.0981,0,0,0,0,1e-04,0,0,"E02001104"
0.0135,0.0029,0,0.0335,8e-04,0,5e-04,0.0075,0,0.003,1e-04,0,0.0086,0,0.0504,0.0097,0,0,0.0414,6e-04,0.0076,0,0.0137,0,0,0,0.0293,0.0036,0.0012,0,2e-04,0,9e-04,0,0,0.0032,0,0.0029,0,3e-04,0.1628,0,0.3134,0.0236,0,0,3e-04,0.2317,0.0328,0,"E02001105"
0.2792,0,0,0,0,0,0.0119,0,0,0,0,0,7e-04,2e-04,1e-04,0.0089,0.0252,0.0106,0,0.0457,0,0,0,0,0,0.0421,0.1645,0.005,0,2e-04,0.0591,0.0362,0.0756,0.0062,0.001,0,0,0,0,0.0221,8e-04,2e-04,0.0851,0.0316,0,0.0179,0,0.0108,0,0.0588,"E02001106"
0,0.0713,0.0867,3e-04,0,0,0.0068,0.1738,1e-04,0.0547,0,0,3e-04,0,0.0865,0,0,0,0,0,0,0.0077,0,0,0.0313,1e-04,9e-04,0.0319,2e-04,0.0112,0.0059,3e-04,0.237,0.006,0.0529,0.001,0.0065,0.034,0.0074,0.0124,0,0,0,0,0.0657,9e-04,4e-04,4e-04,0,0.0051,"E02001107"
0.011,0,0,0,0.0025,0.174,0.001,0.0842,0,9e-04,0,0.0016,0,0.015,0,0,0,0.0202,0,0.0447,0.0406,0,0.0217,0,0.0014,0.0403,0.0084,0,0.0504,0.0952,7e-04,0,0,0.2367,0,0.0028,0.0133,1e-04,0,0.0573,0.0076,0,0.0596,1e-04,0,0,0,0.0026,0.0022,0.0036,"E02001108"
0.2321,0,0,0,0,0,0,0.0184,0.001,1e-04,2e-04,0.0298,0.0925,1e-04,0.0024,5e-04,6e-04,0.0474,0,0.001,0,0,0.0068,0.0101,3e-04,0,0.0038,0.0205,0.1087,0.2224,0,0,0,1e-04,0,0.0027,0,0,1e-04,0,0,0.0307,0,9e-04,0.1314,0,0,0.0353,0,0,"E02001109"
0,0,0,0.2615,2e-04,0.0058,0,0.0123,2e-04,0.0078,0,0.012,0.0101,0,2e-04,4e-04,4e-04,9e-04,0,0,0,0.3029,0.0126,1e-04,0,0,0.0501,0,4e-04,0,0.0013,0,0,1e-04,0,0.1452,0,7e-04,0,0,2e-04,0,0,0,0.0167,0.0037,1e-04,0,0,0.1542,"E02001110"
0.0083,0,7e-04,0.0434,0,0,0,0,0.0127,0,0,0.0012,0,0,1e-04,0.0046,6e-04,0.0084,0.0037,0,0,0.0036,0,0,0,0,0.0037,0.6134,0.0024,0.0027,0,0,0.0245,0,0,0,0,0.1166,0,0,0.0039,0.0022,0.0022,0,0.1344,0,0,0,1e-04,0.0064,"E02001111"
0,0,0,0,0,0,0,2e-04,0,0.0063,0.0014,0.4892,0.0046,0.0015,1e-04,7e-04,0,0,1e-04,0.0018,0,1e-04,0.0592,0,0,0.0242,6e-04,0,0.0701,1e-04,0.0653,0,5e-04,0.0108,0,0.0217,0,0,0,0.0328,0,0,0,0.1915,0,0.0088,0.0036,0.0045,0,1e-04,"E02001112"
0.0399,0,8e-04,0,0,3e-04,0,0,0,0,0.0026,0,1e-04,0.0649,0,0.0064,0,0,1e-04,0.1009,0,0,0.0027,0.0119,0.0151,0,0.0184,0,0.0265,0,1e-04,0.1346,0,0,2e-04,0.1043,0,0,0.0586,0.0114,0.0396,0.015,0.0024,0.2073,0.1274,0,0,0,0,0.0085,"E02001113"
0.0117,0,0,0,0.0064,0,0.0114,0.0206,0,0.0022,0,2e-04,1e-04,3e-04,0,0.4133,0.0139,0.0354,0.0046,0,0,0.0013,0,0.0259,0.0537,0,0,0.0168,0,0.0349,0,3e-04,0,0,0.2118,0.0958,0,4e-04,0,2e-04,0,0,0,0,0.0361,0.0016,0.0011,0,0,0,"E02001114"
0,0.0012,0.0128,0.1159,0,2e-04,0.0011,0.0012,8e-04,4e-04,0.0235,0,0.2181,0.0044,0,0,0,2e-04,0,0,0,0.0162,0.0039,0.1091,2e-04,0,0,1e-04,0.1016,0,0,0.0368,3e-04,0,0,0.1628,0.0072,0,2e-04,0,0,0.0075,0.0016,0,6e-04,0.0012,0,0.0028,0,0.1681,"E02001115"
1e-04,0,0.0042,0,0,0.0438,0.0194,0.0257,0.0077,0,0,0,0.058,1e-04,0.0032,0,0.0211,0.4457,0.0461,0,0,0.0738,2e-04,0.0148,0.0085,0,0.0022,0,0.0219,6e-04,0,0,0.0046,0,0,3e-04,0,0.0394,0,9e-04,0,0.0368,0,0.063,3e-04,0,2e-04,0,0.0576,0,"E02001116"
0,0.0376,0,0,0.0041,0.1649,0.0558,0,0.0088,1e-04,0,0.0954,3e-04,0,0,0,0,0.1639,0,0.0334,8e-04,0,0,0.0316,0.0172,3e-04,5e-04,0,6e-04,0,0,0,0,6e-04,0,0,0,0.0025,0,0,2e-04,0.0027,0,0.1291,0.0254,0,0.2239,0,0,0,"E02001117"
0.0912,0.071,0.0051,0.012,0.0177,0.0046,4e-04,0,0.167,4e-04,0,0.0012,1e-04,0,0,0,0.0331,0,0.0037,0,0,5e-04,0.0046,3e-04,0,0,0.0059,0,0.003,0.0411,0.0046,0,0,0.183,0.0068,0.0121,0,0,0.0104,5e-04,4e-04,6e-04,8e-04,0.0016,0.2583,0.0578,2e-04,0,0,2e-04,"E02001118"
0,7e-04,7e-04,0,3e-04,0,0,1e-04,0.0057,0,0,0.048,0.0032,1e-04,0,0.0052,0.0924,0,0,0,0,0,0,0.0246,0,5e-04,0,0,0.0368,0,0.0039,0.2981,0,0,0,0.0606,0,0.0059,0,0,0.0015,0.001,0.3565,0,0.0287,0,1e-04,0.021,0.004,0,"E02001119"
0.0371,0,0,0,0,0,0.0409,0,1e-04,0,0,0.0024,0.0195,0.0038,0,0.0633,1e-04,0.3017,0.1189,2e-04,0,0,0.0022,0,0,0.3404,0.0037,1e-04,0.0435,0,0,0,0,0.0012,0,0.003,0,0.0042,2e-04,0,0,0,2e-04,0.0017,9e-04,0,0,0,1e-04,0.0107,"E02001121"
4e-04,0.0134,0.0218,0,1e-04,0.0248,1e-04,0.0024,0,0.0628,0,0.0586,0.0044,0,1e-04,0,0.0019,0.0152,0.1037,0.0901,0.1259,0.0081,0.0132,0.0078,0.0835,0.0016,0,0,0,1e-04,0,0.0453,0.154,0,0,0,0,0,0.0799,0,8e-04,0,0.0011,0,0,0.0104,0,0,0.0292,0.0395,"E02001123"
0.0013,0,0,7e-04,0.0118,0,0.0021,0,0.0181,0,0,0.001,0.0885,0,0.0132,0.1971,0.0014,0,0,0,0,0.0315,0,0,0.0144,0,0.0011,0.0529,0,0.0068,0,0,0,0,0,0,0.0092,1e-04,0,0,0.3111,0,0,0.1168,0.08,0.0042,0,0.0203,0.0161,0,"E02001124"
0.0042,0.0182,6e-04,0,0.0323,0.0788,0,0.0058,0.0602,0.2238,0.0569,0,5e-04,0,0.0317,0.008,0.0032,0,0,0,0.0296,0,0,4e-04,0,2e-04,0,0,0,0,7e-04,0.0166,0.1345,0,1e-04,0.0328,0,0,0.0124,0,0,0.0061,0,5e-04,0.0144,0,0.0201,0,0.2071,0,"E02001125"
0,0,0.0248,0.0471,0,0.0025,0.0126,0.0266,0,0,4e-04,6e-04,8e-04,0,0,0,0,0.0145,1e-04,0,0.2809,0.0081,0.0097,0,6e-04,0.0109,2e-04,1e-04,0.0224,0,0.1522,1e-04,0.2768,0,0,0,0.0315,0.0129,5e-04,0.0246,0,0,0,0.0281,0,0,0.006,0,0.0046,0,"E02001126"
0.0041,5e-04,0,1e-04,0.1323,0,0,0.0019,0.0019,0.0619,0.1286,0.0061,0.1068,0.0025,0.0039,0,0,1e-04,0.1206,0,0.0915,0.001,0.0531,0.0036,0,0,0.0061,0.132,1e-04,0,0.0636,0.0119,0,0,0,0.0222,4e-04,0,0.0151,0,0,0,0,0.0123,8e-04,0,0.0078,0,0,0.0069,"E02001127"
0,0,0,0.0826,0,0,0,0,0.5158,0,0,0,1e-04,1e-04,0,0,0.0013,0,0,0,0,0,0,0,0,0,0.0049,0,2e-04,2e-04,0,0,0.0041,0.3074,0,5e-04,0,0.0037,0,0.0415,0,0,0,0,0.0374,0,0,0,1e-04,0,"E02001128"
2e-04,0.0385,0.0037,2e-04,0.0929,0.004,0,0.0034,0,0,0,0,0.0073,0.0873,0.0024,0,0.0014,0,0.1557,0,0,0,0.29,0.0018,0.0146,0.0151,0,0,0.0011,4e-04,0,0,0,0.0083,0,0,0,0,0,0.0075,0,0.2225,0,0,0,0.0359,0,0,0.0059,0,"E02001129"
0.6777,0.0187,0,3e-04,5e-04,0,0.0485,0,0,0.0297,0,0,0.0639,0.0313,0.0011,4e-04,1e-04,0,0.001,8e-04,0,0.0283,1e-04,0.0057,0,0,2e-04,0,0,0,0,0,0,0.0024,0,0,0,0.0394,0.03,0.0056,0,0,0.0041,0,0.0097,0,0,0,0,3e-04,"E02001130"
0.0109,0,0.0041,0,3e-04,0,0.1191,0.0151,0.0361,0,0.3436,0.0169,0.1375,0,0.016,1e-04,0,0,0.0683,2e-04,0,0,0,0,0.0012,0,0,0,0,0.1293,0,0.0023,0,1e-04,0,0.0369,0,0,0,1e-04,0,0,0,1e-04,4e-04,0.0161,0,0.0087,0.004,0.0326,"E02001131"
0,0.1497,0,0,0.0276,0,0,0.0332,0.1263,0.0033,0,1e-04,3e-04,0,0.007,0,0,0,0.243,0.0126,0,0.0209,0,0,0.1246,5e-04,0.0034,0,0,0.0043,0.0021,0.1106,0.0619,0,0,4e-04,0,0,0,3e-04,3e-04,0.0547,0,0,1e-04,0.0102,1e-04,0.0022,0,0,"E02001132"
6e-04,0,0.0017,0,0,0,0,1e-04,0.0028,0.2005,1e-04,1e-04,0,0.0057,0,0.1704,1e-04,0.0179,4e-04,0,0,2e-04,0,0.0437,0,0,0,0.1832,0,0.0257,0.0468,1e-04,0,0,0.042,5e-04,0.1079,0.0019,0,0,0.0014,0,0.0016,0.101,0,0,0.0263,0.009,0.0079,4e-04,"E02001133"
0,0.0031,1e-04,0,0,0.0224,0.0048,0.002,1e-04,0,0.3968,0.1195,0.0011,1e-04,0,1e-04,0,0.1979,0,0,0.1424,0,0,0.0022,2e-04,0,1e-04,0,0,0,1e-04,0,0,0.0035,0,3e-04,1e-04,0.002,1e-04,0,4e-04,0.0044,0,0,0,0,0,0.0599,0.0041,0.032,"E02001134"
0,0,0.0313,0.0306,0,5e-04,4e-04,0.0062,0.1662,0.2544,0,0,0,0.0104,0,0,1e-04,0,0,0,0,0,0,1e-04,0.0042,0,1e-04,5e-04,0,0,0.0036,0,0.0013,0,0.0047,0,0,0.0576,0,0.1781,0.2033,0.0041,0.0291,0.0131,0,0,0,0,0,0,"E02001135"
0,0.0056,0.0163,0,3e-04,1e-04,0.007,0.0022,2e-04,0.0471,0.0043,0,0,0,0.1109,5e-04,0,0,0.117,0.0217,0.0359,8e-04,5e-04,0.0018,0,5e-04,0.0064,5e-04,0.001,4e-04,0,0,0.1147,0,0.0018,0.0622,0.1071,0,0,0,0.0545,0.1433,0.0023,0,0,0.0085,0.0012,0.0161,0.1073,0,"E02001136"
0,0.0075,0.0011,0,9e-04,0.0027,0,0.2369,0.0353,0,0.075,8e-04,0.0552,0.0226,2e-04,4e-04,0,0,0.0391,0,0.0081,0,0.0673,0.0225,0,0,0,0.0387,1e-04,0,2e-04,0.0273,0.1249,0.0277,0.0065,1e-04,0,0,0,0.1203,0,2e-04,0.0477,0,0.0017,5e-04,0.0014,0.0057,0.0011,0.0202,"E02001137"
0.0113,0,0.108,3e-04,0,0,0,0,0.0017,0,0.0767,0,0,1e-04,0,0.1534,0.0475,0,2e-04,8e-04,0.0012,0.1127,0.0141,0,0,0,0.0017,0,0.1104,0,0,0.0822,0,0,0,0,0.1094,0,0,0.0058,0.0044,0.0047,0.007,0.02,0,0.0027,0.0038,0.1193,0,5e-04,"E02001138"
0.1424,0.0269,0.3203,0,0,0,0,0,0,0.0023,0,0,0.005,0,0.0201,0,0.0022,0,0,0,0,0,0.0012,0.0016,4e-04,0,0,9e-04,3e-04,0,0,0.283,8e-04,0.0029,0,0,0.0026,0.1195,0,4e-04,0,4e-04,0,0,0.0635,0,0,0,3e-04,0.0029,"E02001139"
0,0.0098,0,0.072,0,0.0048,0,2e-04,2e-04,0,0.0151,0.0042,0,0,0.142,0,0,0,0.0054,0.0717,0,0,0,0.1085,8e-04,0.0564,0.0565,0.1235,0,0.0036,0,0,0.0565,0.0292,0,0,0,0.051,0,0.0094,0,0.0079,0.1142,0.0281,0,0.0014,0.0245,0.003,0,0,"E02001140"
0,0.1015,0,0,0.001,0,0.0243,0,0,0.0635,0,0,0.0027,0.0391,0.019,0.0149,0.0887,0,0.0293,0,0.0251,0.0068,0.2283,0,0.0254,0.0029,0,0,0.0012,0,2e-04,0,0,0.0271,0,0.0304,0.0747,0.1878,0,0.0018,0,0,1e-04,2e-04,0,0,1e-04,0.0014,0,0.0024,"E02001141"
0,0.004,0,0,1e-04,0,0,2e-04,0.1426,0,0.002,0,0,0.2884,0.0068,0.0015,0,0,0.0079,0,0,0.0178,0.021,0,0,0.1776,5e-04,0.1992,0,0,2e-04,0,0,2e-04,0.0028,0.0057,7e-04,2e-04,0,0,0,2e-04,0.0229,0.0188,0,0,0.0785,0,0,0,"E02001142"
0.006,0.0186,0.0638,1e-04,0.0619,0.0085,0.0239,0,0.0417,0.1431,0.0481,0.347,3e-04,0,0.0075,0,0.0032,0,0,0.0051,0,0.0476,5e-04,0,4e-04,7e-04,0,0.0473,0,0,0.021,0,5e-04,0.0014,1e-04,0.0108,0,1e-04,0,0,0.0897,0,0,0,9e-04,2e-04,0,0,0,0,"E02001143"
0.0051,0,0.0895,0,0.0073,0.1759,0.0055,0,0.0994,0,0,0.0117,0.0229,0.0303,0.0303,1e-04,0.0128,0.0333,0,0,0,0.0014,3e-04,8e-04,0,0,0.2084,0,0,1e-04,0,1e-04,0.0234,5e-04,0.0982,0,0.008,0,0,2e-04,0.036,0,0.0018,0.0086,0,0.0252,0.0627,0,0,0,"E02001144"
0,0,0.0279,0,0.0063,0.0024,0,2e-04,0,0,0.0102,0,0,0.0067,0,0.0052,0,0.0071,0.0033,0,1e-04,0,6e-04,0.0046,0.006,0,0,0.2375,0.3565,0,1e-04,4e-04,1e-04,0,0,0.001,0,0.0919,0.0052,0,0.0385,1e-04,0.0179,0,0.0023,1e-04,0,5e-04,0.0311,0.136,"E02001145"
0.0039,0,0,0.1365,0,0.0476,0,0.0828,0,2e-04,0.0039,0,0.0179,0.0102,0,0,0.0153,0,0.0012,0.0281,1e-04,9e-04,0,0,0.0161,0,0.0294,4e-04,0,0,0.0122,2e-04,0.3296,0.0513,0.0143,0.0013,0,0.1886,0,0,0,0.0038,0,0,0,1e-04,0,0.0031,0.0012,0,"E02001146"
0,0.0031,0,0.0334,0,0.2668,0.1294,0,0.0558,1e-04,0.0051,0.1098,0,0,0.0263,0,0,0.0042,8e-04,0,0.0312,0,0.0071,1e-04,0.0036,0.0305,0,0.0075,0,0,0,0,0,7e-04,0,0,0,0,0,0.0352,0,0,0.171,0.0052,0,0.0081,0.0261,0,0,0.0388,"E02001147"
0,0.0093,0.0183,0.0314,0,0.0031,0,1e-04,0,0,0,5e-04,0,0.0031,0.0933,0,0.1308,0.0466,0.2297,0.0012,0,3e-04,0,0,0.0178,0.0089,1e-04,2e-04,0,0,0.0043,0.0038,0.0083,0,0.0292,0.0664,0,0.0416,0,0,0.0121,0,0,2e-04,0,0,0,0,0.2321,0.0072,"E02001148"
0.0703,0,0,0.0749,0.0122,0.0196,0,1e-04,0,0.017,3e-04,0.0052,0,0,3e-04,0.0087,0,0.001,2e-04,0.0018,7e-04,0.0408,4e-04,0.0025,0.0107,0.0072,0.0046,0.0059,1e-04,0.0012,0,2e-04,1e-04,0.0011,2e-04,0.0253,0,1e-04,0.0164,0.1076,0,0,0.171,0,0.005,0.0472,0,0.2609,0.0792,0,"E02001149"
0,0,0.0043,0,5e-04,0,5e-04,0.1321,0,0.0172,1e-04,0,0.2857,0,5e-04,0,0.103,1e-04,4e-04,0.0536,0.0015,0.0025,0,0,0.005,3e-04,0.2219,0,0.0011,0,0.0044,6e-04,0,0,0,2e-04,0,0.0031,0.0574,0.0042,0.0018,0,0,0,5e-04,0,0.0026,0,0,0.0946,"E02001150"
0,0.0295,0,0.0226,2e-04,0.0628,0,0.0036,0.0308,0,0.0588,0,0.1349,0.0762,0,0.0346,0.0328,0,7e-04,0.0028,0,2e-04,0,0,2e-04,0,0.0171,0.0033,0,0.0204,0,0,0.0037,1e-04,0,0,0.0072,0.0063,0,0,0,0.0119,0.1483,0.1764,0.0081,0,0,0.1064,0,0,"E02001151"
0,0.001,2e-04,0,0,0,0,0.0046,0,0,0,0,0,0.147,0,0.0113,0.1515,0.1878,0,0.012,0.0062,0,0,0.0273,0,0.0017,0.021,0,2e-04,0.2484,0.0108,0,0,0,0,0,0.0101,0.0031,0.0073,0.0171,0.0098,9e-04,1e-04,0,0,0,0,0.1196,8e-04,0,"E02001152"
0,0,0,2e-04,0.0022,0,0.0013,0,9e-04,0,0,3e-04,0,3e-04,0.0116,0,0.0014,0.001,0,0,0.0012,0,0.0444,0,5e-04,0,0,0.1098,0.2019,0.0029,0,0,0.0041,8e-04,0.2729,0.012,0,0,0.004,0,0.0684,0.0216,0,0.0036,0,1e-04,0.0014,4e-04,0,0.2309,"E02001153"
0,0.0307,0,0,0,0.0342,0,9e-04,0.1452,6e-04,0,1e-04,0,0.0207,0,0,0.0098,0,4e-04,0.0134,0,0,0,0,0,2e-04,0.0651,0.1356,0.0384,0,0,0.0483,0.071,2e-04,0,4e-04,0,0.0026,0.0049,0,5e-04,4e-04,0.1513,0,0,3e-04,0,0.0024,0.2219,0,"E02001154"
0.0142,0.1195,0.0054,0,0,0.0044,0.0139,0,0.1628,0,0,0.0688,0.0171,0,0.0062,0,1e-04,0,0.0306,0,0.0052,0,1e-04,1e-04,0,1e-04,0.0012,0,0.0025,0.0021,0,0.0038,0,0.0397,0.0057,1e-04,4e-04,0,0.293,0.0018,0,0.003,0,0,0.0179,0.0671,0.1082,0,0.0052,0,"E02001155"
1e-04,0.0046,0.2062,0,0.0258,1e-04,0,0.0393,0,2e-04,0.0173,0,0.0244,1e-04,0.0226,0,0,0,0,0.0033,0,0.0995,0,0.0277,0,2e-04,0,0.1345,9e-04,0.0071,0.0023,0.0065,0.0053,0.0116,3e-04,0,0.0504,0.0646,0.1425,0.0223,2e-04,0.0423,0,0,0.0067,0.0185,0,0.0121,0,6e-04,"E02001156"
0,0.0336,0.006,0.0986,0.0588,0.0178,0,0.0045,0.0676,0,0,0.0516,0,0,0.0536,2e-04,0,0.0031,1e-04,0.0014,0.0687,1e-04,0.0095,2e-04,0,0,3e-04,0.0139,0.0032,0.0605,0,0,0,0,0.0021,0,6e-04,0.009,0,0.1217,4e-04,0.1794,0,0.0049,4e-04,0,0,7e-04,0.1273,0,"E02001157"
0,0,0.001,0,0,2e-04,0,0.0014,0,1e-04,0.1003,0.007,0,0.0327,1e-04,0,1e-04,0,0,0,0,2e-04,0.402,0,0.0019,0.0191,0,0.0023,0,0,3e-04,0,0,1e-04,0.0015,0,0,0.3501,0.0044,0,0,0.0307,0,0.0225,0.0217,1e-04,0,0,0,0,"E02001158"
0.0033,0,0.0034,0.0129,0,0,0.0067,6e-04,0,0,0.001,0,0,0,0,2e-04,0.0381,0,0,4e-04,0,0.0023,0,0,0,0,3e-04,0,0,3e-04,6e-04,1e-04,0.0597,0.0083,0.0036,0,0.4688,0,0,1e-04,2e-04,0,0,0,0.372,0.0147,1e-04,0,0.0023,0,"E02001159"
0,0.0347,0,0.002,0.0033,0.023,0,0,0,1e-04,0.003,0,0.0021,0,0,0,8e-04,0,4e-04,0.0076,0,0,0.176,7e-04,0.0025,0.0024,1e-04,0,3e-04,0,0,0,0,0.3657,0.1308,0,2e-04,0.1095,0.0223,0,4e-04,0.0333,0.001,0,0,8e-04,0.0069,0.0147,0.0555,0,"E02001160"
1e-04,0.0287,0,0,0,3e-04,0,0.0468,0,4e-04,0.013,0.1546,0,0,0.0116,0.002,1e-04,0,0,0.0035,0,0,0,6e-04,0,2e-04,0.5759,0,0.0185,1e-04,0,0,0,0.026,0,0.056,0,0,0,0.0106,0,5e-04,0,0.0099,0,0,0,0,0,0.0407,"E02001161"
0.0058,0,0.0816,1e-04,0,0.0045,0,8e-04,0.0685,0,0,4e-04,6e-04,0.0107,0,0,0.001,0.0046,0.0092,1e-04,0,0,0,0,0,0,0,0.0654,0,0,1e-04,0,0,0,0,0.0423,0,0.0011,0.3821,0.0018,0,0,0,0.0465,0,0,1e-04,1e-04,0.1012,0.1711,"E02001162"
0,0,0,0,0.0539,0.0011,0,0,0.0042,0,0,0.0204,1e-04,0.0123,0,0,0.0012,0.0014,1e-04,0,0.0294,0,0.0259,0,0.1027,0,0.0018,5e-04,0,0.0018,0,0.0423,0,0,0.381,0.1046,0.0308,0.0695,0.11,0,1e-04,0,0,0,0,0.0037,0,8e-04,0,2e-04,"E02001163"
0,0.0931,0,0.1682,0,0,0,7e-04,0,0.0155,0.3383,4e-04,0.0021,0.0013,0.1704,0.0343,1e-04,0.0142,0,0.0092,0,4e-04,0.0301,0,0.0236,0.0062,0.0033,0,1e-04,0,0.0549,0,0,0,0,0,0.0086,1e-04,0.003,0,0,0,0,0.0204,0,0,0,0,0.0014,0,"E02001164"
0.0012,0.0022,0,0.042,0.2455,9e-04,0.0014,0,0,0.3014,0,0,0,0,0,0,0,0.0051,2e-04,0,0,0,0.0023,0,0,2e-04,1e-04,0.0069,0,0,0.0058,0.0048,0,0.0037,0,0,0.0513,0.0015,3e-04,0.0011,0,0,0.0594,0.2622,1e-04,0,0,0,0,4e-04,"E02001165"
0,0,1e-04,2e-04,0,0.0398,0.0339,0.0751,0,0.001,0.0168,0.1477,0,2e-04,0.0104,0,0,0.0056,0.0031,0.2004,0,0.0113,0.0045,1e-04,0,0,0.1305,0.1138,0,1e-04,0,1e-04,0.0962,0,0,0,0.0054,0.0373,0,0,0,0,0,0,0,0,0,0.0012,0.0651,0,"E02001166"
0.0547,0.0024,0,1e-04,0.0522,1e-04,0,7e-04,0.0189,0.0055,0.0014,3e-04,0.0107,0,0.0014,8e-04,0,1e-04,0.0044,0.004,0.0451,0,0.0253,0.0923,0,0.1448,0,0,0,0,1e-04,6e-04,0,0.0156,0,0.0011,0.0568,3e-04,2e-04,0,0,0,0.001,0.0063,0.4221,0,0.0017,0.0143,0.0115,0.003,"E02001167"
0.0087,0.0421,0,8e-04,0.0064,0,0.0113,0,0,0,0.0014,0,0.0115,0,1e-04,0.0108,1e-04,7e-04,0.0138,0.0648,0.0041,0.0957,0.0084,0.0081,0.06,0,4e-04,0,0.0258,2e-04,0,0,0,0.0163,0,0,0,0,0,0,0,0,0.22,0.0306,0.066,0.2387,3e-04,0.0461,0.0067,0,"E02001168"
0,0,9e-04,6e-04,0,0,0.166,6e-04,0,0.0066,0.1266,0,0,0.0016,0.1068,0.0162,1e-04,0,0.3962,0.0199,0,0,0.0205,0,0,0.0015,0,0,0,0,0.0047,0.0013,4e-04,0,0.0277,2e-04,0,0.0519,0.0012,0,0,0.0222,0,2e-04,0,0.0013,0.0247,1e-04,0,0,"E02001169"
0,0,3e-04,0.0713,0,0,0,0,0.0067,0,0,0,0.016,0.1076,2e-04,0,0.0134,0,0.1837,0,0,0,0.0618,0.0193,0,0,3e-04,0,0.0657,3e-04,0,0,0,0.3869,0.0035,0,0,1e-04,3e-04,0,0,0.0063,0,0.0162,0.0022,0,0,0,0,0.038,"E02001170"
0,0,0,0,2e-04,0.0773,1e-04,0,0.0014,0.0698,0.0011,2e-04,0.0343,0,0,0,0,0.0016,0.0026,0,0,0,0,0.009,0,0.1163,0,0.0424,0.09,0.0066,0.0489,0,0.0755,0.0031,0,6e-04,0,0.0888,0,0.1297,0.0021,0,0.0063,0.0601,0.0342,0.002,0,0.0016,0.002,0.0919,"E02001171"
0,0,0,1e-04,0.0377,0.0102,0,0,0.1377,6e-04,0.0023,0,0.0058,0,0,0.0359,0,1e-04,0.0162,0,3e-04,7e-04,0,0,0,0,0.0044,0.0234,6e-04,0.1276,0,0.0013,0,3e-04,0.1896,0.0039,6e-04,0,3e-04,8e-04,0,0,8e-04,0.0741,0.3007,0.0055,0,0.0185,0,0,"E02001172"
0,0.0294,0,0,0.0041,0,0,0.0012,0,0,0.0014,0.0708,0,5e-04,1e-04,0.0048,0.0094,0.001,0,0.0847,4e-04,0,0.4581,0,0,0,6e-04,0.0012,0,2e-04,0,0,0.0033,0,1e-04,0,0.0057,0,0.0114,0.0175,0,0,0,0.023,0.0023,7e-04,0,0.2679,2e-04,0,"E02001173"
0,0,1e-04,0.0026,0.0381,0.0013,0.0854,0.1782,0,0,0.0172,5e-04,0.0011,0.0038,0,0,0.0021,0.0166,0,4e-04,0.0074,0,0,0,0.0038,0,0,0.0012,0,0.0468,0,0.0266,0.0016,0,0.0017,0.0551,0.0078,0.1497,2e-04,0.3327,2e-04,0,0.0175,1e-04,0,0,0,0,2e-04,0,"E02001174"
0,0,0,0.0107,9e-04,0,0.0038,0.0325,0,0,0.1585,0.0495,0.0124,2e-04,0.3713,0.0132,0.1226,0,0,0,0,0,4e-04,0.0055,4e-04,0,2e-04,2e-04,0.0288,0,0,0,0.1394,0,0,2e-04,0,0,5e-04,1e-04,0,0,3e-04,0,3e-04,0,0.0478,0,0,0,"E02001175"
0.0853,0.0376,0,0,0.1735,0,0,0,0,0,0.001,0.0681,0.0106,0.0059,0.1054,0.0014,0,0,0.0012,0,0.0011,0.0419,0.0531,0.0228,0.0851,0,0,0,0.0106,0,0.0105,0,0,0.1048,0.0189,0.0078,0,0,0,0.0172,0.0202,0,0,0,0.001,0,0.0012,0,0.1138,0,"E02001176"
0.0202,0,0,0,0,0.1881,0.0025,0,7e-04,0.0228,1e-04,0.0556,0.0405,0.0066,0,0.0766,0.0019,0.0039,0,0,0.0466,0.0056,0,0.0244,0.0226,0,0.0022,0,0,0.0145,0.0085,0,0,0,0,0.057,0,0.0566,1e-04,0.0053,0,0,0,0.1773,0.1592,0,0,2e-04,0,0,"E02001177"
8e-04,0,0.0831,0,0,0.0017,0,0,1e-04,0,0,4e-04,0,0,0.0666,0,0,2e-04,6e-04,0,0.0015,4e-04,4e-04,1e-04,0.0069,0.0195,0,8e-04,0.1028,0.4323,1e-04,0.0632,0.01,1e-04,0,0.1506,0.0163,2e-04,0,0.0177,0,0,4e-04,0.0051,2e-04,0.0056,0.0075,0.004,7e-04,0,"E02001178"
0,0.0205,0,1e-04,0,0.0053,0.1988,0.0056,0,0,0,0.0073,0,0.0018,0.3416,0,0,0,0.0127,8e-04,3e-04,0,0,0.0725,8e-04,3e-04,0,3e-04,0.002,0.0078,0.0337,0.003,0.0194,0,7e-04,0.023,0,0,0.0077,0.0042,0.0034,0,0,1e-04,0.0086,0.2163,6e-04,0.0011,0,1e-04,"E02001179"
